Timestamp,In which faculty are you based?,Which of the following organisations usually fund your research?,What is your job title?,Do you use research software?,How important is research software to your work?,Have you developed your own research software?,How do you rate your software development expertise?,Do you feel that you have received sufficient training to develop reliable software?,Would you be interested in the university helping you commercialise some of your research software?,Do you feel that your research software is ready to be shared with a commercial partner?,"Have you used IRIDIS, the University's high-performance computing (HPC) system?",How confident are you with the following technologies? [Version control],How confident are you with the following technologies? [Continuous integration],How confident are you with the following technologies? [Unit testing],How would you rate the university's current level of support for your software-development needs?,Have you or someone in your group ever hired someone specifically to develop software?,Have you ever included costs for software development in a funding proposal?,How suitable would the following models be for your software development needs? [Hire a full-time software developer],How suitable would the following models be for your software development needs? [Recruit a developer from a central Southampton pool as needed]
2019/06/14 9:52:22 am CET,Faculty of Environmental and Life Sciences,NIHR,Senior Teaching Fellow,Yes,2,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:05:11 am CET,Faculty of Environmental and Life Sciences,EPSRC;NERC,Senior Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:06:25 am CET,Faculty of Environmental and Life Sciences,BBSRC;EPSRC;MRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:16:10 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ESRC,Associate Professor,Yes,5,Yes,3,Yes,No,,"No, I do not require HPC in my research",Confident,Not confident,Confident,2,Yes,No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 10:16:15 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ATI,Enterprise Fellow,Yes,2,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 10:16:38 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,5,Yes,No,,"No, but I would like to use IRIDIS in the future",Very confident,Confident,Confident,4,No,No (I'm not involved in writing funding proposals),,
2019/06/14 10:16:52 am CET,Faculty of Engineering and Physical Sciences,ESRC,Research Fellow,Yes,5,Yes,4,No,Yes,Yes,"No, I do not require HPC in my research",Very confident,Confident,Very confident,3,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:17:05 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:17:11 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,No,Yes,,"No, I use other HPC facilities",Not confident,Not confident,Not confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:17:13 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,No,"No, I do not require HPC in my research",Confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals);No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:17:17 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:17:20 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,Yes,No,,Yes,Very confident,Confident,Confident,3,Yes,No (I'm not involved in writing funding proposals),,
2019/06/14 10:17:22 am CET,Faculty of Engineering and Physical Sciences,STFC,astronomer,Yes,5,Yes,3,Yes,No,No,Yes,Not confident,Not heard of it,Not confident,1,Yes,Yes,Unsuitable,Suitable
2019/06/14 10:17:23 am CET,Faculty of Engineering and Physical Sciences,Commercial entities,Senior Research Fellow,Yes,4,Yes,4,No,No,,"No, I do not require HPC in my research",Not confident,Not confident,Not confident,2,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:17:29 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,,Yes,Confident,Not confident,Confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:17:30 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:17:38 am CET,Faculty of Engineering and Physical Sciences,British Heart Foundation,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/14 10:17:40 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:17:45 am CET,Faculty of Engineering and Physical Sciences,University of Southampton,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:17:46 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/14 10:17:50 am CET,Faculty of Engineering and Physical Sciences,EPSRC;DSTL,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 10:17:56 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 10:18:02 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:18:05 am CET,Faculty of Engineering and Physical Sciences,STFC,PhD student,Yes,5,Yes,4,No,No,,"No, I use other HPC facilities",Very confident,Very confident,Very confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:18:17 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,1,No,No,No,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:18:42 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,No,No,,"No, I do not require HPC in my research",Not confident,Not heard of it,Not confident,3,No,No (I'm not involved in writing funding proposals),,Suitable
2019/06/14 10:18:42 am CET,Faculty of Engineering and Physical Sciences,AHRC;BBSRC;EPSRC;ESRC;MRC;NERC;STFC,Professor,Yes,5,Yes,3,No,Yes,No,"No, I do not require HPC in my research",Very confident,Not confident,Not confident,2,Yes,Yes,Suitable,Perfect
2019/06/14 10:18:43 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:18:44 am CET,Faculty of Engineering and Physical Sciences,EPSRC;MRC;British Heart Foundation,Research Fellow,Yes,5,Yes,4,No,Yes,Yes,Yes,Not confident,Not confident,Confident,2,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:18:47 am CET,Faculty of Engineering and Physical Sciences,EPSRC;MRC;NERC,Professor,Yes,5,Yes,3,No,No,No,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Not confident,3,Yes,No (but we DID expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 10:18:50 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Private company,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:18:50 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:18:54 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,2,No,No,No,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 10:18:55 am CET,Faculty of Engineering and Physical Sciences,EPSRC;SMMI,PhD student,Yes,4,Yes,4,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Confident,Not confident,4,Yes,Yes,Suitable,Suitable
2019/06/14 10:19:04 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Perfect,Perfect
2019/06/14 10:19:13 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,No,No,,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,3,Yes,No (I'm not involved in writing funding proposals),Suitable,Unsuitable
2019/06/14 10:19:35 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Innovate UK,Research Fellow,Yes,5,Yes,2,No,Yes,,"No, I do not require HPC in my research",Not confident,Confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 10:19:36 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,,Yes,Very confident,Confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:19:36 am CET,Faculty of Engineering and Physical Sciences,Allocated budgets,Principal Teaching Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:19:38 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:19:53 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Ordnance Survey,Research Fellow,Yes,5,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Confident,Very confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:19:58 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:20:01 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,Yes,No,,Yes,Confident,Not confident,Not confident,3,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:20:05 am CET,Faculty of Engineering and Physical Sciences,Action on Hearing Loss,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:20:30 am CET,Faculty of Engineering and Physical Sciences,SACB,PhD student,Yes,4,Yes,3,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Confident,Very confident,2,Yes,No (but we DID expect to write software as part of the project),Suitable,Unsuitable
2019/06/14 10:20:31 am CET,Faculty of Engineering and Physical Sciences,Unknown,PhD student,Yes,5,Yes,4,Yes,Yes,No,"No, but I may like to use IRIDIS in the future",Confident,Confident,Confident,3,Yes,Yes,,
2019/06/14 10:21:43 am CET,Faculty of Engineering and Physical Sciences,EPSRC;STFC,PhD student,Yes,5,Yes,2,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,3,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:22:08 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Unsuitable
2019/06/14 10:22:08 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:22:15 am CET,Faculty of Engineering and Physical Sciences,Marie Sklodowska-Curie Actions,Marie Sklodowska-Curie Fellow ITN,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:22:24 am CET,Faculty of Engineering and Physical Sciences,"The Ministry of Research, Science and Higher Education of Indonesia",PhD student,Yes,5,Yes,1,No,No,No,"No, but I would like to use IRIDIS in the future",Not heard of it,Not heard of it,Not heard of it,5,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:23:07 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Lloyd's Register Foundation and EU,Professor,Yes,5,Yes,4,No,No,Yes,Yes,Confident,Confident,Confident,3,Yes,Yes,Perfect,Unsuitable
2019/06/14 10:23:12 am CET,Faculty of Engineering and Physical Sciences,STFC,,Yes,5,Yes,3,Yes,,No,Yes,Confident,Not confident,Not confident,,Yes,Yes,Suitable,Suitable
2019/06/14 10:23:20 am CET,Faculty of Engineering and Physical Sciences,BBSRC;EPSRC;MRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:23:27 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,4,Yes,2,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,2,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:23:55 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Senior Data Scientist,Yes,5,Yes,5,No,Yes,No,Yes,Very confident,Confident,Confident,2,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 10:23:56 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,2,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Very confident,Not heard of it,Very confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:23:56 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:23:58 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,3,Yes,4,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Confident,Confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:24:11 am CET,Faculty of Engineering and Physical Sciences,,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:24:24 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 10:24:30 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:24:42 am CET,Faculty of Engineering and Physical Sciences,BBSRC;EPSRC;NERC;British Heart Foundation,Professor,Yes,5,Yes,5,No,Yes,No,Yes,Confident,Not heard of it,Not confident,1,No,No (but we DID expect to write software as part of the project),Suitable,Unsuitable
2019/06/14 10:25:14 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:25:25 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Electronics Engineer ,Yes,5,Yes,3,No,Yes,Yes,Yes,Confident,Confident,Very confident,4,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/14 10:25:50 am CET,Faculty of Engineering and Physical Sciences,EPSRC;NERC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 10:26:22 am CET,Faculty of Engineering and Physical Sciences,EPSRC;NERC;International,Associate Professor,Yes,5,Yes,4,No,No,,Yes,Very confident,Not confident,Very confident,3,Yes,Yes,Unsuitable,Perfect
2019/06/14 10:26:33 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:26:37 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,5,Yes,Yes,Yes,Yes,Very confident,Very confident,Very confident,1,No,Yes,Suitable,Suitable
2019/06/14 10:26:41 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Not confident,Not confident,Not confident,3,Yes,No (I'm not involved in writing funding proposals),Perfect,Unsuitable
2019/06/14 10:26:56 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,4,Yes,No,,Yes,Confident,Confident,Very confident,4,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:27:05 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ERC,Professor,Yes,5,Yes,4,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not heard of it,2,No,No (but we DID expect to write software as part of the project),Suitable,Unsuitable
2019/06/14 10:27:16 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,1,No,No,No,"No, I do not require HPC in my research",Not heard of it,Not heard of it,Not heard of it,1,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/14 10:27:29 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Leverhulme Trust,Research Fellow,Yes,5,Yes,4,Yes,Yes,Yes,"No, I use other HPC facilities",Confident,Not heard of it,Not heard of it,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:27:30 am CET,Faculty of Engineering and Physical Sciences,Self funded,PhD student,Yes,5,Yes,3,No,No,,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:27:50 am CET,Faculty of Engineering and Physical Sciences,EPSRC;ERC,PhD student,Yes,5,Yes,1,No,No,,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),,Perfect
2019/06/14 10:28:38 am CET,Faculty of Engineering and Physical Sciences,University of Southampton,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:29:24 am CET,Faculty of Engineering and Physical Sciences,Rolls Royce,Principal Research Fellow,Yes,4,No,,,,,,,,,,Yes,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:29:30 am CET,Faculty of Engineering and Physical Sciences,"Melanesian Mission UK, SMMI",PhD student,Yes,4,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,
2019/06/14 10:29:37 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:30:18 am CET,Faculty of Environmental and Life Sciences,NERC,PhD student,Yes,5,Yes,2,No,No,No,"No, I use other HPC facilities",Very confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:30:25 am CET,Faculty of Engineering and Physical Sciences,CONACyT,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:30:38 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,4,Yes,4,No,Yes,Yes,"No, but I would like to use IRIDIS in the future",Confident,Not confident,Confident,3,Yes,Yes,Suitable,Perfect
2019/06/14 10:31:24 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,3,No,No,No,Yes,Not confident,Not heard of it,Confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:31:40 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,No,Yes,Confident,Confident,Confident,4,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:31:47 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:31:51 am CET,Faculty of Engineering and Physical Sciences,EPSRC;Royal Society,PhD student,Yes,5,Yes,2,No,No,No,Yes,Not confident,Not confident,Not confident,4,No,No (I'm not involved in writing funding proposals),,Perfect
2019/06/14 10:32:31 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,Yes,Unsuitable,Suitable
2019/06/14 10:32:51 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Principal Research Fellow,Yes,5,No,,,,,,,,,,No,No (but we DID expect to write software as part of the project),Suitable,Perfect
2019/06/14 10:33:27 am CET,Faculty of Engineering and Physical Sciences,CONACYT-SENER,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Perfect
2019/06/14 10:34:10 am CET,Faculty of Engineering and Physical Sciences,Conacyt México ,,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:34:18 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Senior Research Fellow,Yes,4,Yes,1,No,Yes,No,Yes,Confident,Not heard of it,Not heard of it,1,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:34:32 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:35:05 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,5,Yes,Yes,No,Yes,Very confident,Very confident,Very confident,3,No,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:35:45 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:36:52 am CET,Faculty of Engineering and Physical Sciences,ESRC;MRC;Wellcome Trust,Beam Scientist / µ-VIS Fellow,Yes,5,Yes,3,No,No,No,Yes,Not confident,Not confident,Not heard of it,2,Yes,Yes,Suitable,Perfect
2019/06/14 10:37:25 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:37:31 am CET,Faculty of Engineering and Physical Sciences,EPSRC;NERC,Associate Professor,Yes,5,Yes,5,Yes,Yes,Yes,Yes,Not confident,Not confident,Not confident,3,No,No (but we DID expect to write software as part of the project),Suitable,
2019/06/14 10:39:34 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,4,Yes,,,"No, but I would like to use IRIDIS in the future",Very confident,Confident,Confident,4,No,No (I'm not involved in writing funding proposals),,
2019/06/14 10:42:36 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,4,Yes,No,Yes,Yes,Confident,Not confident,Confident,5,Yes,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:45:30 am CET,Faculty of Engineering and Physical Sciences,Mayflower,PhD student,Yes,5,Yes,3,No,No,,"No, I'm not sure if I'll need to yet",Confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:45:35 am CET,Faculty of Engineering and Physical Sciences,STFC;UKIERI,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:45:58 am CET,Faculty of Environmental and Life Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:46:24 am CET,Faculty of Engineering and Physical Sciences,ERC,Research Fellow,Yes,5,Yes,4,Yes,No,No,Yes,Confident,Not confident,Not confident,2,No,No (but we DID expect to write software as part of the project),Suitable,Suitable
2019/06/14 10:47:13 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Perfect
2019/06/14 10:47:19 am CET,Faculty of Engineering and Physical Sciences,STFC,PhD student,Yes,5,Yes,3,No,No,,"No, but I would like to use IRIDIS in the future",Confident,Not heard of it,Not confident,2,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:47:19 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Lecturer,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:48:12 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Engineer,Yes,5,Yes,5,No,Yes,Yes,"No, I do not require HPC in my research",Not confident,Not confident,Confident,2,No,No (I'm not involved in writing funding proposals),Suitable,Perfect
2019/06/14 10:48:38 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,4,No,Yes,No,Yes,Confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:49:07 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,Yes,2,No,Yes,No,"No, but I would like to use IRIDIS in the future",Confident,Not confident,Not confident,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:50:49 am CET,Faculty of Engineering and Physical Sciences,EPSRC,"Operations Manager, UK National Crystallography Service",Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:51:12 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),,Perfect
2019/06/14 10:51:52 am CET,Faculty of Engineering and Physical Sciences,EPSRC;NERC,Research Fellow,Yes,5,Yes,4,No,Yes,No,"No, but I would like to use IRIDIS in the future",Very confident,Confident,Not confident,2,Yes,No (but we DID expect to write software as part of the project),Perfect,Suitable
2019/06/14 10:51:57 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,3,No,,,,,,,,,,No,No (I'm not involved in writing funding proposals),Unsuitable,Suitable
2019/06/14 10:53:25 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Research Fellow,Yes,5,Yes,3,No,No,No,Yes,Confident,Not confident,Not confident,3,Yes,No (I'm not involved in writing funding proposals),Suitable,Suitable
2019/06/14 10:54:57 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Professor,Yes,4,Yes,4,No,No,No,Too little memory,Confident,Not heard of it,Not heard of it,,No,No (but we DID expect to write software as part of the project),Unsuitable,Unsuitable
2019/06/14 10:55:29 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,Yes,5,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 10:57:53 am CET,Faculty of Engineering and Physical Sciences,EPSRC,PhD student,No,1,Yes,4,No,Yes,No,"No, I do not require HPC in my research",Not confident,Not heard of it,Not heard of it,3,No,No (I'm not involved in writing funding proposals),Unsuitable,Unsuitable
2019/06/14 10:59:08 am CET,Faculty of Engineering and Physical Sciences,Leverhulme Trust,Senior Research Fellow,Yes,5,Yes,4,No,No,Yes,Yes,Very confident,Very confident,Very confident,2,No,Yes,Unsuitable,Unsuitable
2019/06/14 11:00:02 am CET,Faculty of Engineering and Physical Sciences,EPSRC;RAE,Professor,Yes,4,No,,,,,,,,,,No,No (we did NOT expect to write software as part of the project),Unsuitable,Suitable
2019/06/14 11:00:19 am CET,Faculty of Engineering and Physical Sciences,EPSRC,Associate Professor,Yes,5,Yes,4,Yes,No,No,Yes,Confident,Not confident,Confident,3,No,No (but we DID expect to write software as part of the project),Unsuitable,Suitable
